State,District,Crop_Name,Season,Min_Temperature(C),Max_Temperature(C),Rainfall(mm),Humidity(%),Wind_Speed(km/h),Soil_Type,Suitable(Y/N)
Karnataka,Belagavi,Mustard,Rabi,18.5,41.8,868.2,57.9,4.1,Sandy,N
Karnataka,Belagavi,Potato,Zaid,17.1,37.2,1128,70.4,21,Alluvial,N
Karnataka,Belagavi,Onion,Zaid,13,43.2,830.3,86.8,3.2,Red,N
Karnataka,Belagavi,Tomato,Kharif,15.7,42.7,1058.1,79.9,14.5,Black,N
Karnataka,Belagavi,Barley,Kharif,19.2,42.3,1681.2,51.9,29.4,Clay,N
Karnataka,Belagavi,Millets,Rabi,8,44,477.3,49.3,11.3,Sandy,Y
Karnataka,Belagavi,Groundnut,Annual,14.1,32.1,1118.3,64.9,26.4,Clay,N
Karnataka,Belagavi,Sunflower,Zaid,21.9,34.2,716,91.6,3.9,Sandy,Y
Karnataka,Belagavi,Turmeric,Annual,17.1,36,1122.9,87.2,4.3,Loamy,Y
Karnataka,Belagavi,Chilli,Annual,19,38.9,636.8,46.3,20.3,Laterite,N
Karnataka,Belagavi,Pulses,Zaid,8.5,32.6,917.1,59.6,20.9,Clay,N
Karnataka,Belagavi,Tea,Rabi,18.3,38.4,1505.2,79.4,16.4,Sandy,Y
Karnataka,Belagavi,Coffee,Kharif,18.9,34.4,1403,57.8,20.7,Loamy,Y
Karnataka,Belagavi,Jute,Kharif,15.1,31.6,1739.9,40.1,4.3,Clay,Y
Karnataka,Hubballi,Rice,Annual,12.5,37,266,80.9,27.5,Alluvial,Y
Karnataka,Hubballi,Wheat,Kharif,13,29.5,1268.5,68.3,14.6,Laterite,N
Karnataka,Hubballi,Maize,Kharif,17.5,25.4,1336.2,71,22.2,Alluvial,Y
Karnataka,Hubballi,Cotton,Annual,14.7,28.8,1733.4,61.2,7.3,Alluvial,N
Karnataka,Hubballi,Sugarcane,Annual,20.1,31.5,720.6,64.7,5.3,Alluvial,N
Karnataka,Hubballi,Soybean,Kharif,16.9,24.2,304.6,68.7,16,Loamy,N
Karnataka,Hubballi,Mustard,Rabi,20.7,44,468.2,48.3,21.1,Alluvial,N
Karnataka,Hubballi,Potato,Annual,9.6,32.8,419.6,82,27.4,Laterite,N
Karnataka,Hubballi,Onion,Rabi,11.7,34,1369.1,69.8,14,Red,N
Karnataka,Hubballi,Tomato,Rabi,12.4,33.1,1430.7,60.6,28.8,Black,Y
Karnataka,Hubballi,Barley,Zaid,8.6,28.8,1744.4,85.5,4.7,Loamy,Y
Karnataka,Hubballi,Millets,Kharif,10.7,24.3,867.7,89.6,6,Loamy,Y
Karnataka,Hubballi,Groundnut,Zaid,21.2,40,1080,61.3,27.2,Clay,Y
Karnataka,Hubballi,Sunflower,Zaid,16.1,36.2,1795.9,56.3,26.4,Laterite,Y
Karnataka,Hubballi,Turmeric,Zaid,14.1,42.1,1229.3,80.1,22.7,Loamy,Y
Karnataka,Hubballi,Chilli,Rabi,12.6,42.3,551.4,94.5,8.4,Black,N
Karnataka,Hubballi,Pulses,Zaid,21.7,28.9,287,49.9,5.5,Laterite,Y
Karnataka,Hubballi,Tea,Annual,17.5,31.9,1044.6,42,24.9,Laterite,N
Karnataka,Hubballi,Coffee,Annual,11.6,35.2,1069.5,69.2,24,Laterite,N
Karnataka,Hubballi,Jute,Annual,21.4,26,1631,76.3,18.2,Alluvial,Y
Karnataka,Davanagere,Rice,Rabi,10.4,38.8,748.9,42.8,14.6,Black,Y
Karnataka,Davanagere,Wheat,Zaid,9.3,25.1,822.6,41.1,25.1,Black,N
Karnataka,Davanagere,Maize,Rabi,14.1,44.3,346.8,58.6,13.5,Red,Y
Karnataka,Davanagere,Cotton,Annual,16,34.3,997.2,81.5,8.6,Black,N
Karnataka,Davanagere,Sugarcane,Zaid,17.3,32.6,1515.9,77.8,3.2,Alluvial,Y
Karnataka,Davanagere,Soybean,Rabi,8.5,26.6,634.8,61.4,15.8,Red,Y
Karnataka,Davanagere,Mustard,Zaid,19.3,41.7,1442,70.8,9.3,Black,N
Karnataka,Davanagere,Potato,Zaid,9.1,41.3,743.7,86.2,18.4,Red,N
Karnataka,Davanagere,Onion,Kharif,18.1,30.8,1160.7,67.2,22,Sandy,N
Karnataka,Davanagere,Tomato,Annual,17.4,29.4,1669.6,79.9,25.9,Loamy,N
Karnataka,Davanagere,Barley,Kharif,11.9,26.7,712.1,86.4,17.5,Alluvial,N
Karnataka,Davanagere,Millets,Kharif,14.3,36.2,316.2,71.5,15.5,Loamy,Y
Karnataka,Davanagere,Groundnut,Kharif,16.6,42,270.2,90.3,10.8,Alluvial,Y
Karnataka,Davanagere,Sunflower,Zaid,11.5,31.9,1478.8,84.7,10.9,Alluvial,N
Karnataka,Davanagere,Turmeric,Rabi,13.2,44.5,701.1,43,25.7,Sandy,Y
Karnataka,Davanagere,Chilli,Zaid,15.1,24.3,405.8,76.8,19,Loamy,N
Karnataka,Davanagere,Pulses,Rabi,17.9,33.4,736.5,72.6,4.9,Clay,Y
Karnataka,Davanagere,Tea,Rabi,10.3,30.1,1453.2,58.6,16.7,Red,N
Karnataka,Davanagere,Coffee,Annual,11.9,33.5,907.5,47.9,14.8,Laterite,Y
Karnataka,Davanagere,Jute,Annual,12.4,43.9,1292.2,54.7,16.8,Clay,N
Kerala,Thiruvananthapuram,Rice,Zaid,19,26.8,655.9,77.3,14.3,Red,N
Kerala,Thiruvananthapuram,Wheat,Annual,20.4,41.5,885.3,82,22.2,Loamy,Y
Kerala,Thiruvananthapuram,Maize,Rabi,12.7,28.9,999.2,92.7,22.6,Laterite,N
Kerala,Thiruvananthapuram,Cotton,Kharif,20.5,42.1,1655.3,44.3,14.5,Laterite,Y
Kerala,Thiruvananthapuram,Sugarcane,Kharif,14.7,26.9,1412,69.8,16.1,Black,N
Kerala,Thiruvananthapuram,Soybean,Rabi,11.1,42.4,376.4,71.2,22,Black,N
Kerala,Thiruvananthapuram,Mustard,Rabi,8.4,43.6,319.1,88.7,28.3,Black,Y
Kerala,Thiruvananthapuram,Potato,Zaid,12.9,38.9,340.5,58.8,27.2,Alluvial,N
Kerala,Thiruvananthapuram,Onion,Zaid,9.2,26.9,285.2,45.4,13.3,Sandy,Y
Kerala,Thiruvananthapuram,Tomato,Kharif,20.5,29.3,1628.5,45.7,17.9,Sandy,Y
Kerala,Thiruvananthapuram,Barley,Annual,12.2,35.1,265.6,79.7,10.9,Clay,N
Kerala,Thiruvananthapuram,Millets,Rabi,15.8,33.1,529.3,53.2,10,Alluvial,Y
Kerala,Thiruvananthapuram,Groundnut,Annual,9.4,36.4,833.9,88.2,19.9,Red,N
Kerala,Thiruvananthapuram,Sunflower,Kharif,16.4,24.2,1486.1,60.3,16.7,Red,Y
Kerala,Thiruvananthapuram,Turmeric,Annual,20.9,37.6,962.2,74.4,20.7,Alluvial,N
Kerala,Thiruvananthapuram,Chilli,Rabi,10,28,1272.2,76.4,23.9,Laterite,Y
Kerala,Thiruvananthapuram,Pulses,Rabi,16,29.3,1477.3,49.3,6.5,Laterite,Y
Kerala,Thiruvananthapuram,Tea,Zaid,17.1,27.3,1108.8,54.2,5.1,Clay,N
Kerala,Thiruvananthapuram,Coffee,Rabi,14.2,33.2,1177,75.1,28.6,Sandy,N
Kerala,Thiruvananthapuram,Jute,Rabi,14.1,27.9,492.6,73.9,14.4,Black,N
Kerala,Kochi,Rice,Zaid,16.8,34.6,500.5,82.9,5,Sandy,N
Kerala,Kochi,Wheat,Annual,19.9,32.1,1660.9,79,17.8,Loamy,N
Kerala,Kochi,Maize,Annual,19.7,32.9,443.1,61.4,5.3,Black,Y
Kerala,Kochi,Cotton,Zaid,14.8,31.9,1250.1,88.7,19.4,Alluvial,Y
Kerala,Kochi,Sugarcane,Kharif,12.8,41.2,869.2,48.2,23.7,Alluvial,Y
Kerala,Kochi,Soybean,Rabi,16.1,40.5,1556.8,50.8,10.9,Sandy,Y
Kerala,Kochi,Mustard,Rabi,12.5,34.7,799,65.2,18.6,Clay,N
Kerala,Kochi,Potato,Kharif,18.3,31,961.9,90.3,6.2,Sandy,Y
Kerala,Kochi,Onion,Rabi,16.4,27,1069.4,88.2,20.6,Black,N
Kerala,Kochi,Tomato,Annual,11.7,25.6,367.4,57.7,27.5,Black,N
Kerala,Kochi,Barley,Annual,18.5,24.5,1087.1,76.6,28.6,Laterite,Y
Kerala,Kochi,Millets,Rabi,18.8,29.4,1307.7,65.9,11.5,Loamy,N
Kerala,Kochi,Groundnut,Rabi,12,31.4,815.3,48.6,17.3,Sandy,N
Kerala,Kochi,Sunflower,Rabi,16.1,30.9,1682.6,75.4,18.4,Laterite,N
Kerala,Kochi,Turmeric,Annual,18.1,35.4,577.1,72.9,10.3,Red,N
Kerala,Kochi,Chilli,Annual,20.3,35.7,1489.6,44.3,13.8,Loamy,N
Kerala,Kochi,Pulses,Annual,9.2,30.6,917.3,42,4.4,Red,Y
Kerala,Kochi,Tea,Annual,18.3,29.3,614.7,62.9,29.9,Red,N
Kerala,Kochi,Coffee,Kharif,20.5,37.3,411.3,69.8,10,Red,N
Kerala,Kochi,Jute,Zaid,9.8,43.1,662.1,83.5,5.7,Black,Y
Kerala,Kozhikode,Rice,Annual,19,26.8,628,87.8,28.5,Clay,Y
Kerala,Kozhikode,Wheat,Rabi,18.3,25.1,308.9,66,29.7,Clay,Y
Kerala,Kozhikode,Maize,Zaid,14.6,42.5,1356.7,62.1,8.8,Clay,N
Kerala,Kozhikode,Cotton,Zaid,12.4,39.4,1239.4,85.3,5.7,Red,Y
Kerala,Kozhikode,Sugarcane,Zaid,20.2,38.6,1445.9,45.5,23.2,Black,N
Kerala,Kozhikode,Soybean,Annual,8.2,27.2,500.8,73.5,4.4,Loamy,N
Kerala,Kozhikode,Mustard,Zaid,19.7,42.3,1030.7,94.9,9.1,Clay,N
Kerala,Kozhikode,Potato,Zaid,17.6,28.7,1044.5,89.6,15.1,Loamy,N
Kerala,Kozhikode,Onion,Annual,10.7,38.5,1768.9,79.6,10.7,Black,Y
Kerala,Kozhikode,Tomato,Zaid,18,38.4,582.8,72,6.6,Clay,Y
Kerala,Kozhikode,Barley,Zaid,8.9,38.1,1462.5,47.4,19.4,Laterite,N
Kerala,Kozhikode,Millets,Rabi,13.8,25.2,1125.4,61.9,9.1,Alluvial,Y
Kerala,Kozhikode,Groundnut,Annual,10.8,41.3,349.2,71.2,15.5,Laterite,Y
Kerala,Kozhikode,Sunflower,Rabi,21.4,41.5,1073.1,67.8,8.1,Sandy,Y
Kerala,Kozhikode,Turmeric,Annual,19.4,36.1,1242.6,78.6,10.4,Alluvial,Y
Kerala,Kozhikode,Chilli,Zaid,14.8,42.9,1446.2,67,19.1,Alluvial,N
Kerala,Kozhikode,Pulses,Zaid,8.1,25.5,804.6,93.7,7.7,Loamy,N
Kerala,Kozhikode,Tea,Annual,19.8,43.3,896,72.5,20.1,Red,Y
Kerala,Kozhikode,Coffee,Annual,8.9,28.3,1014.8,86.3,27.7,Red,N
Kerala,Kozhikode,Jute,Rabi,9,39,789.9,92.8,19.7,Laterite,Y
Kerala,Thrissur,Rice,Rabi,11.2,35.2,1156,74.5,8,Laterite,Y
Kerala,Thrissur,Wheat,Rabi,19.8,43,1413.1,76.9,28.8,Black,Y
Kerala,Thrissur,Maize,Rabi,9.7,31.8,825.5,75.4,18.6,Sandy,Y
Kerala,Thrissur,Cotton,Rabi,10.2,35.8,567.3,92.8,25.2,Sandy,Y
Kerala,Thrissur,Sugarcane,Kharif,8.3,34.5,402.1,90.6,5.7,Laterite,Y
Kerala,Thrissur,Soybean,Rabi,16.7,25.7,596.1,67,25.4,Loamy,Y
Kerala,Thrissur,Mustard,Kharif,15.7,31.2,1445.5,80.6,20.5,Sandy,N
Kerala,Thrissur,Potato,Zaid,11,32.8,1050.5,43.2,12.8,Alluvial,Y
Kerala,Thrissur,Onion,Zaid,16.1,28,474.6,65.1,8.3,Alluvial,Y
Kerala,Thrissur,Tomato,Zaid,10.4,41.9,1232.2,49.7,8.9,Loamy,N
Kerala,Thrissur,Barley,Kharif,14,28.4,380.6,42.7,22.3,Red,N
Kerala,Thrissur,Millets,Annual,21.4,37.7,1310.6,57.2,22.7,Sandy,N
Kerala,Thrissur,Groundnut,Rabi,16.8,27.4,1546,44.7,26.1,Black,N
Kerala,Thrissur,Sunflower,Kharif,20,36.1,647.6,46.6,21.4,Red,Y
Kerala,Thrissur,Turmeric,Rabi,14.3,37,1447.4,79.9,7.8,Laterite,Y
Kerala,Thrissur,Chilli,Annual,14.2,31.4,727.5,91,7.9,Black,Y
Kerala,Thrissur,Pulses,Annual,20,26.1,1584.5,59,17.2,Clay,Y
Kerala,Thrissur,Tea,Annual,18.3,26.7,1241.8,43.1,10.4,Black,N
Kerala,Thrissur,Coffee,Zaid,8.2,25.5,463.3,92.4,9.3,Sandy,Y
Kerala,Thrissur,Jute,Zaid,17.1,40.4,427.2,65.3,26.7,Laterite,Y
Kerala,Kannur,Rice,Kharif,18.8,36.7,612.6,75.9,15,Sandy,N
Kerala,Kannur,Wheat,Kharif,15.2,29.1,1719.9,65.1,14.2,Sandy,Y
Kerala,Kannur,Maize,Rabi,12.5,26.7,337.7,91,30,Laterite,Y
Kerala,Kannur,Cotton,Rabi,9.4,29.5,993.7,76.1,18.2,Alluvial,N
Kerala,Kannur,Sugarcane,Annual,16.6,40.4,1002.5,80.8,14.8,Red,Y
Kerala,Kannur,Soybean,Annual,17.4,30.2,1022.3,81.5,14.2,Laterite,Y
Kerala,Kannur,Mustard,Kharif,11.5,34.9,937,71.9,23.9,Loamy,N
Kerala,Kannur,Potato,Zaid,21.4,38.4,1413.8,41.4,13,Loamy,N
Kerala,Kannur,Onion,Annual,14.3,30.3,361.4,84.4,11.5,Red,N
Kerala,Kannur,Tomato,Annual,17,44.8,717.3,86.2,17.3,Red,N
Kerala,Kannur,Barley,Kharif,21.6,37.9,1594.7,68.2,18.7,Black,N
Kerala,Kannur,Millets,Annual,12,24.7,1626.1,86.7,3,Loamy,N
Kerala,Kannur,Groundnut,Zaid,11.4,42.3,1134.7,82.8,18.1,Red,Y
Kerala,Kannur,Sunflower,Annual,8.6,31.6,1035.3,93,8.2,Sandy,N
Kerala,Kannur,Turmeric,Rabi,20.1,44.3,1416.6,58.6,29,Loamy,Y
Kerala,Kannur,Chilli,Rabi,13.5,41,960.3,86.6,23.7,Red,Y
Kerala,Kannur,Pulses,Rabi,17,38.2,1371.2,92.9,17.3,Loamy,N
Kerala,Kannur,Tea,Annual,17.1,43.9,937.4,70.3,5.7,Clay,Y
Kerala,Kannur,Coffee,Rabi,14.7,36.8,1084.1,63.2,30,Black,N
Kerala,Kannur,Jute,Zaid,10.7,35.6,337.7,50.2,27.8,Black,N
Madhya Pradesh,Bhopal,Rice,Annual,8.7,24.5,1464.2,59.5,15.8,Red,N
Madhya Pradesh,Bhopal,Wheat,Rabi,21.1,26.1,387.5,56.4,9.9,Loamy,N
Madhya Pradesh,Bhopal,Maize,Kharif,19.9,44.1,652.6,60.1,3.6,Clay,Y
Madhya Pradesh,Bhopal,Cotton,Annual,20.1,38.8,637.9,49.3,16.7,Sandy,N
Madhya Pradesh,Bhopal,Sugarcane,Kharif,14.7,36.5,1164.8,88.1,18.6,Red,Y
Madhya Pradesh,Bhopal,Soybean,Kharif,14.4,27.2,1125.6,62.3,25.3,Red,N
Madhya Pradesh,Bhopal,Mustard,Annual,19.4,36,942.8,84.3,29.4,Red,N
Madhya Pradesh,Bhopal,Potato,Zaid,9.1,40.5,273.5,58.1,23.6,Sandy,N
Madhya Pradesh,Bhopal,Onion,Rabi,9.9,24.7,1051.9,77.3,14.5,Red,Y
Madhya Pradesh,Bhopal,Tomato,Rabi,12.4,42.2,1713.9,56.9,15.4,Black,N
Madhya Pradesh,Bhopal,Barley,Annual,14.3,31.3,882.3,94.9,24.1,Sandy,N
Madhya Pradesh,Bhopal,Millets,Annual,17.7,34.7,993.7,77.3,13.1,Red,Y
Madhya Pradesh,Bhopal,Groundnut,Kharif,11.6,27.4,727.4,71.5,19.6,Laterite,N
Madhya Pradesh,Bhopal,Sunflower,Kharif,20.3,33.8,1128.4,92.5,14.6,Clay,Y
Madhya Pradesh,Bhopal,Turmeric,Rabi,16,33.2,1050.1,66.6,19.1,Laterite,Y
Madhya Pradesh,Bhopal,Chilli,Kharif,17.6,26.2,1409.6,88.5,7,Loamy,Y
Madhya Pradesh,Bhopal,Pulses,Rabi,15.5,38.1,618.7,55.5,10.3,Red,Y
Madhya Pradesh,Bhopal,Tea,Zaid,15.4,40.2,452.2,48.6,14.1,Red,N
Madhya Pradesh,Bhopal,Coffee,Kharif,11.5,44.9,959.6,52.9,26.7,Black,N
Madhya Pradesh,Bhopal,Jute,Kharif,18.5,40.6,317.2,45.6,15.4,Black,Y
Madhya Pradesh,Indore,Rice,Rabi,17.1,31.6,1793.2,54.2,11.9,Laterite,N
Madhya Pradesh,Indore,Wheat,Rabi,20.2,43.5,883.7,56.1,15.6,Clay,N
Madhya Pradesh,Indore,Maize,Zaid,10.3,25.9,1758.4,88.9,20.1,Alluvial,N
Madhya Pradesh,Indore,Cotton,Annual,15.3,31.1,1414.5,91.1,8.7,Alluvial,N
Madhya Pradesh,Indore,Sugarcane,Kharif,19.8,31.7,1260.7,57.9,20.5,Laterite,N
Madhya Pradesh,Indore,Soybean,Rabi,21,37.7,437.7,59.8,5.5,Loamy,Y
Madhya Pradesh,Indore,Mustard,Rabi,19.2,42.4,688.4,80.4,24.8,Black,Y
Madhya Pradesh,Indore,Potato,Kharif,10.5,25.4,1472.3,57.1,28.5,Clay,Y
Madhya Pradesh,Indore,Onion,Annual,19.9,44,297.5,42.6,16.4,Clay,Y
Madhya Pradesh,Indore,Tomato,Kharif,10.2,40.8,496.9,57.6,19.9,Sandy,Y
Madhya Pradesh,Indore,Barley,Rabi,8.6,41.2,1065.8,84.1,13.6,Black,N
Madhya Pradesh,Indore,Millets,Annual,18.1,43.2,661.4,47,5,Alluvial,N
Madhya Pradesh,Indore,Groundnut,Annual,20.6,37.6,1251.1,76.1,16.6,Clay,Y
Madhya Pradesh,Indore,Sunflower,Zaid,14.4,43.9,974.4,54.8,15.5,Laterite,N
Madhya Pradesh,Indore,Turmeric,Rabi,13.3,35.3,876,76.3,8.7,Alluvial,N
Madhya Pradesh,Indore,Chilli,Annual,14.3,28.6,348.8,89.2,27.5,Loamy,Y
Madhya Pradesh,Indore,Pulses,Rabi,13.3,27.1,1595.3,81.2,29.4,Clay,Y
Madhya Pradesh,Indore,Tea,Zaid,16.2,43.8,1746.7,53.3,18.1,Black,Y
Madhya Pradesh,Indore,Coffee,Rabi,18.9,31.1,312.8,51.5,5.9,Black,Y
Madhya Pradesh,Indore,Jute,Kharif,14.5,39,1068.6,91.3,24.4,Clay,Y
Madhya Pradesh,Gwalior,Rice,Zaid,15.4,42.8,1519.4,53.5,28.9,Red,N
Madhya Pradesh,Gwalior,Wheat,Zaid,12.3,31.1,1577.6,80.1,6.7,Sandy,N
Madhya Pradesh,Gwalior,Maize,Kharif,10,31.6,1257.5,60.7,10.1,Black,N
Madhya Pradesh,Gwalior,Cotton,Kharif,11.5,32.3,1572.2,55.4,23.7,Red,N
Madhya Pradesh,Gwalior,Sugarcane,Kharif,16.7,35.7,899.1,43,17.9,Clay,Y
Madhya Pradesh,Gwalior,Soybean,Rabi,20.5,37.6,436,77.9,22.3,Alluvial,Y
Madhya Pradesh,Gwalior,Mustard,Kharif,10.6,28.7,1380.3,85.3,19.1,Alluvial,N
Madhya Pradesh,Gwalior,Potato,Kharif,8.8,44.8,311.5,63.6,28,Laterite,N
Madhya Pradesh,Gwalior,Onion,Rabi,8.2,42.4,1463.6,54,13.5,Clay,Y
Madhya Pradesh,Gwalior,Tomato,Rabi,18.8,30.3,810.9,71.3,27.4,Black,N
Madhya Pradesh,Gwalior,Barley,Kharif,9.1,32.6,1404.3,86.2,10.3,Black,Y
Madhya Pradesh,Gwalior,Millets,Rabi,11.9,38.4,538.3,89.3,7.2,Sandy,Y
Madhya Pradesh,Gwalior,Groundnut,Rabi,10.1,40.1,1492.2,91.2,18.8,Sandy,Y
Madhya Pradesh,Gwalior,Sunflower,Rabi,13.9,31,1372.4,82.5,16.9,Clay,Y
Madhya Pradesh,Gwalior,Turmeric,Kharif,18.4,43.1,1398.4,46.8,25.7,Red,Y
Madhya Pradesh,Gwalior,Chilli,Rabi,10.1,40.8,1399.5,60.1,3.8,Loamy,Y
Madhya Pradesh,Gwalior,Pulses,Rabi,20,29.7,1608.2,72.1,26.9,Red,Y
Madhya Pradesh,Gwalior,Tea,Annual,12.9,37,971.5,65.1,26.8,Black,Y
Madhya Pradesh,Gwalior,Coffee,Rabi,19.3,44.8,1767.5,74.7,29,Black,Y
Madhya Pradesh,Gwalior,Jute,Rabi,10.6,36.4,1511.7,63.3,4.5,Alluvial,Y
Madhya Pradesh,Jabalpur,Rice,Zaid,18.7,24.4,534.5,49.7,19.7,Black,N
Madhya Pradesh,Jabalpur,Wheat,Kharif,21,34.9,1048.3,91.8,28.6,Red,N
Madhya Pradesh,Jabalpur,Maize,Zaid,10.5,28.8,845.7,87.7,23.1,Laterite,N
Madhya Pradesh,Jabalpur,Cotton,Kharif,16.6,30,1494.9,83.7,7,Loamy,N
Madhya Pradesh,Jabalpur,Sugarcane,Annual,9.3,24.7,1459.5,66.7,21.7,Laterite,Y
Madhya Pradesh,Jabalpur,Soybean,Annual,17.2,25.5,525.6,57.3,9.8,Alluvial,N
Madhya Pradesh,Jabalpur,Mustard,Zaid,9.2,24.6,483.8,68.7,18.8,Sandy,N
Madhya Pradesh,Jabalpur,Potato,Rabi,18.1,38.2,381.7,73.7,3.1,Sandy,Y
Madhya Pradesh,Jabalpur,Onion,Annual,15.7,31.2,1658.3,61.8,11.5,Alluvial,Y
Madhya Pradesh,Jabalpur,Tomato,Annual,18.4,37.6,961.7,68.1,29.5,Red,N
Madhya Pradesh,Jabalpur,Barley,Kharif,17.3,36.4,1339.9,67.3,5.3,Red,N
Madhya Pradesh,Jabalpur,Millets,Annual,8.6,24,532,50.2,17.3,Alluvial,N
Madhya Pradesh,Jabalpur,Groundnut,Zaid,20.5,26.8,826.9,56.5,18.3,Black,N
Madhya Pradesh,Jabalpur,Sunflower,Zaid,8.8,26.6,653.5,80.5,7.1,Black,Y
Madhya Pradesh,Jabalpur,Turmeric,Kharif,20,30.5,824.2,91.3,22.5,Black,Y
Madhya Pradesh,Jabalpur,Chilli,Zaid,9.6,35.3,1004.9,84.7,17.2,Loamy,N
Madhya Pradesh,Jabalpur,Pulses,Rabi,19.2,37.5,932.2,50.5,16.7,Clay,Y
Madhya Pradesh,Jabalpur,Tea,Annual,19.7,36.7,1039.4,45,10.6,Alluvial,N
Madhya Pradesh,Jabalpur,Coffee,Annual,8.4,44.7,1679.4,68,25.2,Clay,Y
Madhya Pradesh,Jabalpur,Jute,Kharif,9.6,31.4,1256.8,64.7,22.6,Black,N
Madhya Pradesh,Ujjain,Rice,Annual,20.6,26.6,1533.8,59.8,11.5,Alluvial,Y
Madhya Pradesh,Ujjain,Wheat,Zaid,13,36.9,720.3,64.2,27.9,Alluvial,N
Madhya Pradesh,Ujjain,Maize,Kharif,10.3,40.7,277.5,75.4,3.6,Alluvial,N
Madhya Pradesh,Ujjain,Cotton,Rabi,18,34,1099.7,62.2,7.9,Sandy,N
Madhya Pradesh,Ujjain,Sugarcane,Annual,11.5,27.7,668.8,88.5,29.2,Clay,Y
Madhya Pradesh,Ujjain,Soybean,Rabi,14.4,44.3,465.9,73.4,21.1,Sandy,N
Madhya Pradesh,Ujjain,Mustard,Zaid,15.3,35.4,1678.8,94.1,13.5,Laterite,Y
Madhya Pradesh,Ujjain,Potato,Rabi,13.3,33.9,645.7,70.3,13.6,Sandy,Y
Madhya Pradesh,Ujjain,Onion,Annual,20.1,24.6,552.8,77.6,16.7,Clay,N
Madhya Pradesh,Ujjain,Tomato,Zaid,11,26.3,509.9,41.1,17.1,Loamy,Y
Madhya Pradesh,Ujjain,Barley,Annual,16.5,38,1746,81.5,22.2,Sandy,Y
Madhya Pradesh,Ujjain,Millets,Kharif,15.7,29.7,1381.4,48.8,16,Red,N
Madhya Pradesh,Ujjain,Groundnut,Rabi,9.9,39.8,1014.8,44.4,20.9,Laterite,N
Madhya Pradesh,Ujjain,Sunflower,Kharif,9,42.8,539.5,84.8,19.8,Alluvial,N
Madhya Pradesh,Ujjain,Turmeric,Zaid,18.5,42.5,979.7,78.7,25.5,Black,Y
Madhya Pradesh,Ujjain,Chilli,Kharif,20.7,26.7,1782.7,40.4,13.3,Alluvial,Y
Madhya Pradesh,Ujjain,Pulses,Kharif,20.1,40.4,1169.7,45,9.5,Red,Y
Madhya Pradesh,Ujjain,Tea,Annual,21.8,42.2,1641.2,82,26.1,Black,Y
Madhya Pradesh,Ujjain,Coffee,Annual,18.4,32.4,1317.9,84.5,25.3,Black,Y
Madhya Pradesh,Ujjain,Jute,Rabi,14,40.9,1183.3,52.7,26.9,Alluvial,N
Maharashtra,Mumbai,Rice,Kharif,11.3,34.9,1554.4,60,3.7,Sandy,Y
Maharashtra,Mumbai,Wheat,Annual,9.4,41.4,828.6,60.5,9.4,Loamy,N
Maharashtra,Mumbai,Maize,Annual,9.2,26.6,1163.8,47.7,29.2,Alluvial,Y
Maharashtra,Mumbai,Cotton,Kharif,15.6,25,1704.9,90.1,19.7,Sandy,Y
Maharashtra,Mumbai,Sugarcane,Rabi,15.9,33.5,782.7,60.9,25.9,Clay,Y
Maharashtra,Mumbai,Soybean,Annual,10.5,40.4,1045.7,56.6,9.4,Sandy,N
Maharashtra,Mumbai,Mustard,Rabi,11.5,31.8,1424.1,82.2,16.3,Black,N
Maharashtra,Mumbai,Potato,Rabi,19.6,27.6,513.8,42.5,17,Clay,Y
Maharashtra,Mumbai,Onion,Zaid,20.1,42.9,936.7,58.3,16.8,Clay,Y
Maharashtra,Mumbai,Tomato,Kharif,18.9,41.7,1488.9,62.7,8.6,Loamy,Y
Maharashtra,Mumbai,Barley,Annual,19.1,42.7,1009.2,59.6,29.8,Sandy,Y
Maharashtra,Mumbai,Millets,Annual,13.3,27.1,635.2,79.4,22,Clay,Y
Maharashtra,Mumbai,Groundnut,Rabi,19.7,42.9,792.7,79.8,29.2,Loamy,Y
Maharashtra,Mumbai,Sunflower,Zaid,17.8,42.1,1021.9,63.3,25.7,Alluvial,Y
Maharashtra,Mumbai,Turmeric,Kharif,11.6,37.7,287.5,80.8,5.4,Sandy,Y
Maharashtra,Mumbai,Chilli,Kharif,8,38.3,410.6,91.3,10.9,Clay,N
Maharashtra,Mumbai,Pulses,Kharif,20.5,38.8,483.5,71.7,5.2,Red,N
Maharashtra,Mumbai,Tea,Rabi,17.2,34,296.1,85.5,24.2,Loamy,N
Maharashtra,Mumbai,Coffee,Annual,17.8,43,405.9,85.8,13.9,Sandy,N
Maharashtra,Mumbai,Jute,Kharif,8.9,42.8,888,62.8,29.8,Clay,N
Maharashtra,Pune,Rice,Kharif,20.7,25.5,309.9,87,20.3,Loamy,Y
Maharashtra,Pune,Wheat,Zaid,8.3,34,1657.7,94.4,5,Alluvial,Y
Maharashtra,Pune,Maize,Rabi,8.6,42,1022.4,45.7,24,Red,Y
Maharashtra,Pune,Cotton,Annual,14.5,28,776.3,50.3,12.2,Black,Y
Maharashtra,Pune,Sugarcane,Kharif,17.6,35.3,453.4,59.2,25.9,Clay,Y
Maharashtra,Pune,Soybean,Kharif,20.8,27,1666.3,51.2,4.4,Black,Y
Maharashtra,Pune,Mustard,Rabi,10.6,31.8,772.1,78.2,4.1,Laterite,N
Maharashtra,Pune,Potato,Zaid,20.5,34.1,874.3,92.2,5.9,Clay,N
